id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel,c1,c2,c3,c4,c5,m1,m2,m3,m4,m5,m6,m7,m8
Porf2jstrJRXxpQutvJ_-vZE9vppOC4PfwRCylqt9meE30CX,JR_CSAkLto_w1jXLPp633ZIydq-GaYcmZVQqaZxTtM1fsZnMnlipa6B-,_P1tckOWDYzj1qlSb0A1_po__3rqLvIVQVGzWvhikeLh85SK9J_avrO6XBnw05IHSS1sf4FQ0L0wAA,Samline21,4089,1558965685000,107,,,,,,"{'platformId': 'NA1', 'gameId': 3052321586, 'champion': 21, 'queue': 420, 'season': 13, 'timestamp': 1558940597013, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3051320484, 'champion': 110, 'queue': 420, 'season': 13, 'timestamp': 1558853122488, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050722703, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558791158448, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3050615974, 'champion': 37, 'queue': 420, 'season': 13, 'timestamp': 1558767497338, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050588840, 'champion': 17, 'queue': 420, 'season': 13, 'timestamp': 1558765143159, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050054517, 'champion': 21, 'queue': 420, 'season': 13, 'timestamp': 1558717507103, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050042586, 'champion': 21, 'queue': 420, 'season': 13, 'timestamp': 1558715752820, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050021814, 'champion': 18, 'queue': 420, 'season': 13, 'timestamp': 1558714038209, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}"
hQO0o5NaW2MS1IUsGw4vnQqYic6L5jFR-haQKwdH9-KAMy4,lFyvUdkd_OPJg_PgaRQpklxFCMFGWek7ibdawTcsnvpckkA,1jA-MrcwOjjqccfFc9NWpLIyB8BuSAvicln69qOf6-CoKp3kwJcxFF7gj-7Z4i1CEpKmpm79vZgYpg,AlolanZora,3271,1554922400000,77,,,,,,"{'platformId': 'NA1', 'gameId': 3016376387, 'champion': 14, 'queue': 420, 'season': 13, 'timestamp': 1554702403467, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3016363617, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1554701415326, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3016353767, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1554698512326, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3016047456, 'champion': 6, 'queue': 420, 'season': 13, 'timestamp': 1554676209911, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3015735167, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1554625808917, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3015713177, 'champion': 35, 'queue': 420, 'season': 13, 'timestamp': 1554620418223, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3015647960, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1554615850959, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3015453494, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1554598847407, 'role': 'SOLO', 'lane': 'TOP'}"
qOe572XGQmk1zmhZ97anYUCpheWeq1uKYvBZtEVt8EAnCHI,TgrtnaULPEu7sWRsu_vNaBBGYrgmns3v4qBnfcVY1_KnRH8,Edwl7yUgS3Dsep8JgLEzNldgxFrmBvajXFZBHD31c9dAPEmANcyg7JleOzg_j7hWCTdc1x27YYxHyA,Leonidas700,687,1559001711000,65,,,,,,"{'platformId': 'NA1', 'gameId': 3052712313, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1559000321514, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3052604309, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558992207904, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3052535894, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558985337738, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3052508331, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558982932076, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3052008723, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558923152297, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3051943357, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558921241453, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3051657481, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558910351003, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3051537056, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558898559620, 'role': 'NONE', 'lane': 'JUNGLE'}"
liRZy-EhOZt5QQlPwjbgZKCD86hwXJ64hklSQpHKI7Wo5NY,uzugnjJ-ipfiXyQUXL0HWccSi2nVRoQ8b82S8zPPSSYwFA,4XtaQxfekvT8swPPUN1IPg6jbZkrjWmOI4XwOlL9CA_aX3p2H7Q_CGO7n5TPziJCNq1VOL6Jx-74DQ,ShadowEli,691,1557132429000,37,,,,,,"{'platformId': 'NA1', 'gameId': 3030499150, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1556429939807, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3030313446, 'champion': 19, 'queue': 420, 'season': 13, 'timestamp': 1556413858390, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3024247601, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1555697864199, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3024206801, 'champion': 107, 'queue': 420, 'season': 13, 'timestamp': 1555693102228, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3024210427, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1555689785141, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3024177481, 'champion': 23, 'queue': 420, 'season': 13, 'timestamp': 1555687980840, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3015279489, 'champion': 254, 'queue': 420, 'season': 13, 'timestamp': 1554582827968, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3015270079, 'champion': 5, 'queue': 420, 'season': 13, 'timestamp': 1554580014064, 'role': 'NONE', 'lane': 'JUNGLE'}"
hByHnt01QdRX4nFMCaad1VM_APnuN_sP3icgJtfhyhrUKR0,VZ41F84kBxm5uO1Q4MD4fhV030ypqTcfl2AHWBTLAo81BbQ,Vh0a7vla306eviVvYD_817Ww2rTp5Z7MoS7b23NClX0m4bMN140l8t4o-V4P7AwOxWw20h0aYmcljQ,LightxProDigy,953,1557109475000,42,,,,,,"{'platformId': 'NA1', 'gameId': 3033730016, 'champion': 22, 'queue': 420, 'season': 13, 'timestamp': 1556853893004, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3033651146, 'champion': 18, 'queue': 420, 'season': 13, 'timestamp': 1556849537816, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3032330589, 'champion': 266, 'queue': 420, 'season': 13, 'timestamp': 1556676955718, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3026842873, 'champion': 91, 'queue': 420, 'season': 13, 'timestamp': 1555972771405, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3023736980, 'champion': 18, 'queue': 420, 'season': 13, 'timestamp': 1555625515182, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3023725108, 'champion': 18, 'queue': 420, 'season': 13, 'timestamp': 1555624769509, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3023688375, 'champion': 19, 'queue': 420, 'season': 13, 'timestamp': 1555622216135, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3023669525, 'champion': 18, 'queue': 420, 'season': 13, 'timestamp': 1555618698057, 'role': 'DUO', 'lane': 'BOTTOM'}"
eap4yUcqGTUZEhCsCQXnUb9pHrRYQZKFcfqOTOPYIAnNuLg,gxyi_Ga7iKd8oCp74NA0GQz0eJ8nEhoUu6WEQ6Qaiur9Rw,5SfXxz4xsBb1MUolyl4PSAXh8UdrMBX763CZVzBjXHSl8VJkDnuBUQBFPgHvKOO-MwDyYHLTGvTX9w,2 Fast 2 Ferrous,4088,1557911889000,192,,,,,,"{'platformId': 'NA1', 'gameId': 3025319783, 'champion': 222, 'queue': 420, 'season': 13, 'timestamp': 1555797888280, 'role': 'SOLO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3025280713, 'champion': 2, 'queue': 420, 'season': 13, 'timestamp': 1555794959158, 'role': 'DUO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3025147604, 'champion': 35, 'queue': 420, 'season': 13, 'timestamp': 1555779774440, 'role': 'DUO_CARRY', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3012624687, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1554260732120, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3012330533, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1554222886657, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3004040865, 'champion': 104, 'queue': 420, 'season': 13, 'timestamp': 1553224943025, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3003460832, 'champion': 126, 'queue': 420, 'season': 13, 'timestamp': 1553138743450, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3002349200, 'champion': 202, 'queue': 420, 'season': 13, 'timestamp': 1553034062369, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}"
W-k0-2XNYuHahUV9ESX1rTwRQRwrd4y4u2uX7pO47s6OyPU,bz04UT5DCKE7_JwSIWp39woKxTR1OU-uS0ywygD-jdnCAQ,2yTIrDtlWOKmoLSroM1q0Mj68qGqFt82SkJ4xOCr9t_d-33ioG_Vkq0N9RuDnzeV6fcYT1CEppCa9Q,Akwac,709,1558998126000,161,,,,,,"{'platformId': 'NA1', 'gameId': 3050247831, 'champion': 22, 'queue': 420, 'season': 13, 'timestamp': 1558735446563, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050233110, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558733588181, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050207311, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558731526131, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050190149, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558728202061, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050173263, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558726182729, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050118273, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558723984002, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050113936, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558721973293, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050047387, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558718585160, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}"
IYyemKm3MK3gF-VngnKJlNmKMBEvGIX8Tb2F9ORPXPhmFvY,km8esGwtr97S1E1Brjr4Xsjtj5z3DzgJcEetKJcNW6NlAw,KQ6PMmJs-fjmAlyt3BksRrHljsEilPkcMojRcE3bqSqc4pkqsq5ThsHQepVsMhPizm5Jzm8rJBEOwQ,DarrowAndromedus,1301,1558683146000,53,,,,,,"{'platformId': 'NA1', 'gameId': 3049744527, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1558681363828, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3049721940, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1558679537935, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3048463068, 'champion': 9, 'queue': 420, 'season': 13, 'timestamp': 1558503384601, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3047610198, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1558422007471, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3047582558, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1558418970409, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3045480075, 'champion': 21, 'queue': 420, 'season': 13, 'timestamp': 1558210772472, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3044855571, 'champion': 9, 'queue': 420, 'season': 13, 'timestamp': 1558134909271, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3044708622, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1558117961893, 'role': 'DUO', 'lane': 'NONE'}"
BkO9R3jFDUMZKGoFhvj8izerN_djtvro_iAOrnsmcV15WJE,PeGI19R1wrUVYjIrX1r2MrbUsHYq_fDSZEQ81FRpArt5Dwg,nQi2Bd-uwkdWLePEfIekdWjL9je5coMvlJKpHNta1H9Mu5Tihho0hYCEbIbVmpV_5duzpAwRKGlwPA,Mataza75,1213,1558958394000,70,,,,,,"{'platformId': 'NA1', 'gameId': 3032218443, 'champion': 201, 'queue': 420, 'season': 13, 'timestamp': 1556668341118, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3023851248, 'champion': 412, 'queue': 420, 'season': 13, 'timestamp': 1555635758949, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3013608506, 'champion': 412, 'queue': 420, 'season': 13, 'timestamp': 1554389040075, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3012491308, 'champion': 412, 'queue': 420, 'season': 13, 'timestamp': 1554247136616, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3007033089, 'champion': 412, 'queue': 420, 'season': 13, 'timestamp': 1553596798018, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3006637959, 'champion': 412, 'queue': 420, 'season': 13, 'timestamp': 1553554128492, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3006456009, 'champion': 143, 'queue': 420, 'season': 13, 'timestamp': 1553515935723, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3004232578, 'champion': 79, 'queue': 420, 'season': 13, 'timestamp': 1553257151626, 'role': 'NONE', 'lane': 'JUNGLE'}"
VGhy4pLIHfqYOZHvUt2AaiwZPk75232V4OdTdXfkVo576kY,cooLt3rQAo_eaSrXi0grStY9UaeYxhAC03cuzTKe68Dksg,wCF0cF9FOJASm7wWyK7tBGLINasGGWHctBWaBpF83ZsDWQvQ57lob_5WgT_nURyId2pu_V_h-wybgw,o Fallen Angel o,518,1548703775000,31,,,,,,"{'platformId': 'NA1', 'gameId': 2963351867, 'champion': 24, 'queue': 420, 'season': 13, 'timestamp': 1548701813924, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2963183438, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1548661975880, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2962075062, 'champion': 80, 'queue': 420, 'season': 13, 'timestamp': 1548570618999, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2962054799, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1548568517162, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2961860170, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1548555447510, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2961806609, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1548552478094, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2961774793, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1548549703138, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2961742955, 'champion': 28, 'queue': 420, 'season': 13, 'timestamp': 1548546751706, 'role': 'NONE', 'lane': 'JUNGLE'}"
FKLsumuFxy1xT0JP9HNdW-QjaNYq1LqTQEK1ldQ74YqxQ7s,Kiajd22uAlnnMrWO1LmR1Tk3R7ukaxCXuqcxgZs3tm4esuk,ofsBLUA3raNrFm4v2vWorRMbqxaN6hzu3GfG9x25HBJI0xVdL57m5zXycHWVviv-m84biAhJYpEPCg,SkyWeezyDeezy,4086,1558907461000,148,,,,,,"{'platformId': 'NA1', 'gameId': 3051622090, 'champion': 89, 'queue': 420, 'season': 13, 'timestamp': 1558906088041, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3051332430, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558856568169, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3051259682, 'champion': 267, 'queue': 420, 'season': 13, 'timestamp': 1558849873342, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3051247502, 'champion': 40, 'queue': 420, 'season': 13, 'timestamp': 1558848474812, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3040363260, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1557625694347, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3040315034, 'champion': 412, 'queue': 420, 'season': 13, 'timestamp': 1557621193068, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3039558580, 'champion': 555, 'queue': 420, 'season': 13, 'timestamp': 1557531347426, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3039527883, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1557528109433, 'role': 'SOLO', 'lane': 'TOP'}"
pEl9vopH0HQqvnQ6rEUNqcE6a6RzLAoFEILTcgV33pnIhRw,msUaNbjo71-dSZVvTQE9woAa5uBL3gM6eJWZD0IMti-HLA,TyPs_TUQBPMQ2O35fIf8yl43yR8PbNVPDBVPetWY4yr8KZ2kB_tpqCoDMiGskUPafjH_itsZXA_vjw,MagicRedTheStorm,714,1558501379000,83,,,,,,"{'platformId': 'NA1', 'gameId': 3048384762, 'champion': 74, 'queue': 420, 'season': 13, 'timestamp': 1558497972587, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3048300084, 'champion': 37, 'queue': 420, 'season': 13, 'timestamp': 1558490656852, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3047609873, 'champion': 89, 'queue': 420, 'season': 13, 'timestamp': 1558421857026, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3047567279, 'champion': 89, 'queue': 420, 'season': 13, 'timestamp': 1558420003966, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3047499497, 'champion': 56, 'queue': 420, 'season': 13, 'timestamp': 1558412517521, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3047438661, 'champion': 11, 'queue': 420, 'season': 13, 'timestamp': 1558407868980, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3016997643, 'champion': 1, 'queue': 420, 'season': 13, 'timestamp': 1554770129154, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3016752578, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1554759674369, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}"
urWvY03gBqx1wBCeo249B8vI2QFXvoevmhjbVX8iO7IWeVg,X7T88KxTLOD3lh4ris1IZBbTvKgB79uZrzSwm9KSNLSjJw,9jOeI_D8rLzmvIXK2pwj_Gw1g_-NMAFdWLLQReNfcTxgfpNbApUD-IBAggIMgvRqAlnNd0IvphLn4g,Drknative,4088,1557624939000,44,,,,,,"{'platformId': 'NA1', 'gameId': 3040320158, 'champion': 202, 'queue': 420, 'season': 13, 'timestamp': 1557622329274, 'role': 'SOLO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3040277295, 'champion': 89, 'queue': 420, 'season': 13, 'timestamp': 1557619012421, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3040261552, 'champion': 202, 'queue': 420, 'season': 13, 'timestamp': 1557617332002, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3040252398, 'champion': 202, 'queue': 420, 'season': 13, 'timestamp': 1557614983611, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3040207334, 'champion': 111, 'queue': 420, 'season': 13, 'timestamp': 1557613281406, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3040220631, 'champion': 111, 'queue': 420, 'season': 13, 'timestamp': 1557611565739, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3039574087, 'champion': 63, 'queue': 420, 'season': 13, 'timestamp': 1557532748178, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3039565864, 'champion': 63, 'queue': 420, 'season': 13, 'timestamp': 1557530764019, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}"
IUsHrDiPPOwpmpfXtP0BQoXAOhIvZFV_MIbgbHAqgffqBhM,F7kFV932kBI4xzxaXYHvWzQu82wzxfcQxcPcmHrT772BFQSE6bSHAmsu,J4XLufpHUK_ZoaeMTvEsJ9l7LhW6EdyZd_bodrI8J5ii_pUdjhkWcWGI9KDmVIxlNg395R0TtgNbXA,lilwoofer,3897,1548648829000,37,,,,,,"{'platformId': 'NA1', 'gameId': 2962585368, 'champion': 74, 'queue': 420, 'season': 13, 'timestamp': 1548636620705, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962563866, 'champion': 74, 'queue': 420, 'season': 13, 'timestamp': 1548634251309, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962513214, 'champion': 17, 'queue': 420, 'season': 13, 'timestamp': 1548631496924, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962448586, 'champion': 74, 'queue': 420, 'season': 13, 'timestamp': 1548625956300, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962426615, 'champion': 74, 'queue': 420, 'season': 13, 'timestamp': 1548625256502, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 2962416060, 'champion': 74, 'queue': 420, 'season': 13, 'timestamp': 1548622939590, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962387810, 'champion': 74, 'queue': 420, 'season': 13, 'timestamp': 1548620856851, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962334828, 'champion': 142, 'queue': 420, 'season': 13, 'timestamp': 1548617162384, 'role': 'DUO', 'lane': 'BOTTOM'}"
FOM2-3v7tVJhpsCh-dqzWHgu9xVZsBpCzhqdtV1Djv-8Pb8,ev9zocuP6glz3Idf6k5zwTb0tntDEslNfQzCxgHZv4dVscc,nGvY2uh436TMggQVeLl0v3Wco3Bo0E-ujroTzlxv_61PzKj-yCa95jrMf4WN4OUYy-8HRLkA-nw5og,CalliouChemo,3815,1558744045000,55,,,,,,"{'platformId': 'NA1', 'gameId': 3050320398, 'champion': 104, 'queue': 420, 'season': 13, 'timestamp': 1558742073540, 'role': 'DUO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3034977531, 'champion': 53, 'queue': 420, 'season': 13, 'timestamp': 1556999414389, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3031475443, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1556586891403, 'role': 'DUO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3030925442, 'champion': 20, 'queue': 420, 'season': 13, 'timestamp': 1556496527749, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3030914196, 'champion': 104, 'queue': 420, 'season': 13, 'timestamp': 1556494586537, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3030501380, 'champion': 150, 'queue': 420, 'season': 13, 'timestamp': 1556429440926, 'role': 'SOLO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3030198974, 'champion': 136, 'queue': 420, 'season': 13, 'timestamp': 1556405814759, 'role': 'DUO_CARRY', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3030161322, 'champion': 104, 'queue': 420, 'season': 13, 'timestamp': 1556401597072, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}"
