id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel,c1,c2,c3,c4,c5,m1,m2,m3,m4,m5,m6,m7,m8
d4D5fA34_edaNaEiqdN_iFBENjSiLepvN5xcXSoeJQKCuqc,KA6J312pAnbYIP78Hdx4NzQtFUXOZdQ0svSavLJ4RBa8qrw,ffQkyTc1JLpX-0EScwu6zfNqSFj6icaO_dM3dTHFP2OzSw9Giv66GhckK8qzNfYgFPiiT_rQeogOQw,darktwister48,3189,1558567501000,82,,,,,,"{'platformId': 'NA1', 'gameId': 3043307021, 'champion': 75, 'queue': 420, 'season': 13, 'timestamp': 1557960396517, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3043268313, 'champion': 16, 'queue': 420, 'season': 13, 'timestamp': 1557957680409, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3043275904, 'champion': 21, 'queue': 420, 'season': 13, 'timestamp': 1557957036588, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3038085317, 'champion': 40, 'queue': 420, 'season': 13, 'timestamp': 1557356200104, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3037993457, 'champion': 40, 'queue': 420, 'season': 13, 'timestamp': 1557344719018, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3033609954, 'champion': 27, 'queue': 420, 'season': 13, 'timestamp': 1556844575972, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3033555543, 'champion': 85, 'queue': 420, 'season': 13, 'timestamp': 1556840778446, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3033521455, 'champion': 27, 'queue': 420, 'season': 13, 'timestamp': 1556836504620, 'role': 'SOLO', 'lane': 'MID'}"
hYQ7X28ACXh1TCWd-jFeZfz0XOS-VIjgShnrMJM3mWpdTB8,4_VrBYb8Kmwkb_qCStqxdBffrAm52YCy-Uv_XPiLSRisbYM,hVsHtvzOFQnrrWX9Bbts-yzQ0ldyI55kwXUVuD03BZSWPiZvWbtVLOZoGVtpa8Qvg9f4L50Q_GMPQw,par00,4057,1558994385000,92,,,,,,"{'platformId': 'NA1', 'gameId': 3052624231, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558993314699, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3052592194, 'champion': 429, 'queue': 420, 'season': 13, 'timestamp': 1558990107878, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3048126571, 'champion': 22, 'queue': 420, 'season': 13, 'timestamp': 1558477378219, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3048031379, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558468504519, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3047982644, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558465471854, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3047910421, 'champion': 429, 'queue': 420, 'season': 13, 'timestamp': 1558463278539, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3042571138, 'champion': 29, 'queue': 420, 'season': 13, 'timestamp': 1557861894139, 'role': 'DUO_SUPPORT', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3039480011, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1557522448487, 'role': 'NONE', 'lane': 'JUNGLE'}"
iCMpona4D2dgyry_qFYkTlpOaz1iuS0C19gjnwwPGlbsyXE,lBGI7zphqaiJ_BFKIwBEI8mVrWVcgpt_6Pj0Q-9EuOvgrt8,Biy0uXsJ7OT3s3_j5qJznPBRz1-vrAOMVX5b1h7gEQbUQjTSYIswr4DLcsXtNDWy7avfNRoZkD69pw,Alcatraz534,1606,1559001974000,33,,,,,,"{'platformId': 'NA1', 'gameId': 3052374759, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558956925993, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3052372789, 'champion': 238, 'queue': 420, 'season': 13, 'timestamp': 1558954325405, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3051622287, 'champion': 238, 'queue': 420, 'season': 13, 'timestamp': 1558906155509, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3051459202, 'champion': 240, 'queue': 420, 'season': 13, 'timestamp': 1558891141033, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3051414508, 'champion': 240, 'queue': 420, 'season': 13, 'timestamp': 1558879020066, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3051391607, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1558872753103, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3051389903, 'champion': 112, 'queue': 420, 'season': 13, 'timestamp': 1558870451919, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3051375810, 'champion': 238, 'queue': 420, 'season': 13, 'timestamp': 1558869047897, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}"
9WEeqBKurZshMEm9BXsTIvS8AVgDUdanPgxIdcNN4lZV1YI,kBffCjsIhTlt3PLWNPOWkk4rrl2xQxY7l-GaNjKOjMtZtA,zxKn1ANebfkq7i_7ZeiyN-OLdCOuBNlDUiAY-cMVZ0SfqZTc6jGwcYFBgIY_fFadjcn-SGPEVGnoRg,millerlite86,556,1552717360000,35,,,,,,"{'platformId': 'NA1', 'gameId': 2999638859, 'champion': 80, 'queue': 420, 'season': 13, 'timestamp': 1552714699520, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 2999632675, 'champion': 55, 'queue': 420, 'season': 13, 'timestamp': 1552713132255, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 2992318816, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1551857915545, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 2989437986, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1551544208107, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 2988440518, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1551424407780, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 2988376510, 'champion': 63, 'queue': 420, 'season': 13, 'timestamp': 1551419765846, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 2988363972, 'champion': 1, 'queue': 420, 'season': 13, 'timestamp': 1551417243435, 'role': 'DUO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 2986559796, 'champion': 1, 'queue': 420, 'season': 13, 'timestamp': 1551206166927, 'role': 'SOLO', 'lane': 'MID'}"
C4qgPYmduF1e5jDTAi1OjpOsMTuWpJCjuiIzX1TO6hBLdeY,mSzspblbAaFIHayOOhTUPXyy_GjKvSZ8fWCPVRbW_FWEu8g,x_4998xDe54XC6OeYxt2UYaAge32dfB3xzWrTgDJ_kfvLrsaSSGUv90k7kf0BR-NnxpMJFja_XuSxQ,Ryumii,3887,1548625359000,131,,,,,,"{'platformId': 'NA1', 'gameId': 2962395989, 'champion': 67, 'queue': 420, 'season': 13, 'timestamp': 1548622632984, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962376364, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1548620286238, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962353349, 'champion': 33, 'queue': 420, 'season': 13, 'timestamp': 1548617001135, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2962323364, 'champion': 67, 'queue': 420, 'season': 13, 'timestamp': 1548614039643, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962285702, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1548611155199, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962267423, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1548608094911, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962242296, 'champion': 119, 'queue': 420, 'season': 13, 'timestamp': 1548604978911, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2962228973, 'champion': 81, 'queue': 420, 'season': 13, 'timestamp': 1548602776020, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}"
I2CxmCsP2EgwF5oAYUSyyQuX9KDm2guTA1rZ9QLLfDqTsiM,TkhSxjzHLPe_l_hGLYUP_QBF_gNg0sf_fTDkKU7ynFiOE6k,klLvZ1PGst6F2wQYJ-WvByPzIBih-HaFbJ4ACGsMB9yRGM_YI9YZM8y-aI8urwvVitPYeH6McA-PWg,Kufar,3013,1559000128000,229,,,,,,"{'platformId': 'NA1', 'gameId': 3052667686, 'champion': 163, 'queue': 420, 'season': 13, 'timestamp': 1558998278204, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3052239985, 'champion': 163, 'queue': 420, 'season': 13, 'timestamp': 1558933307388, 'role': 'DUO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3052223261, 'champion': 63, 'queue': 420, 'season': 13, 'timestamp': 1558932513542, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3052150419, 'champion': 163, 'queue': 420, 'season': 13, 'timestamp': 1558927595193, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3051841401, 'champion': 163, 'queue': 420, 'season': 13, 'timestamp': 1558918453869, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3051214905, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1558845578424, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3051136060, 'champion': 63, 'queue': 420, 'season': 13, 'timestamp': 1558839741055, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3051072851, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1558834099541, 'role': 'SOLO', 'lane': 'MID'}"
M7JR4cyz2zGg60pCDv58tqIQo6nA4mVKEQ9GqSJoDC_VEIw,sWpdJg8t8ajt1EV65UIe2Jq0sZP-3nh6irCBcC0PBICOC64,hOkWNgA2uApRPaBRFIzXa8HWCQOhjtMVLuas7T2YB7Qxnc7xhT4YCr21M6ZEAx7C20srAo6dOtVDuw,ConRongChauTien,662,1558817775000,122,,,,,,"{'platformId': 'NA1', 'gameId': 3050882002, 'champion': 106, 'queue': 420, 'season': 13, 'timestamp': 1558815526071, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050861056, 'champion': 115, 'queue': 420, 'season': 13, 'timestamp': 1558813131384, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3049351075, 'champion': 115, 'queue': 420, 'season': 13, 'timestamp': 1558648765456, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3048639229, 'champion': 115, 'queue': 420, 'season': 13, 'timestamp': 1558551741783, 'role': 'DUO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3047988509, 'champion': 106, 'queue': 420, 'season': 13, 'timestamp': 1558468165559, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3047186147, 'champion': 115, 'queue': 420, 'season': 13, 'timestamp': 1558388248179, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3047174166, 'champion': 106, 'queue': 420, 'season': 13, 'timestamp': 1558387556602, 'role': 'DUO', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3047181437, 'champion': 115, 'queue': 420, 'season': 13, 'timestamp': 1558386826350, 'role': 'DUO', 'lane': 'NONE'}"
IOAWi7PIfz-fPQEIqz58ONeSHH1Y9CKhUTpsSX2Afm1vBcQ,pxNnpL2lD0jA6WGuvNNsMgCX-d4wVdDZEb4q29zapliYimE,qEM9-aXhKWc15wPftXTBEibLPZjKiPxYrANbi49-B8QcMfxctJbH3tu4F7TVL-RXJbVdJ_NTXw-Alg,FizzingInMyJayce,4027,1558667815000,92,,,,,,"{'platformId': 'NA1', 'gameId': 3049551372, 'champion': 157, 'queue': 420, 'season': 13, 'timestamp': 1558666464258, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3049540754, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1558664759979, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3038312791, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1557374666555, 'role': 'DUO_CARRY', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3037738556, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1557290671952, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3037726899, 'champion': 75, 'queue': 420, 'season': 13, 'timestamp': 1557287664726, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3036911284, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1557205996465, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3034935285, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1556995378929, 'role': 'DUO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3034915346, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1556992043748, 'role': 'SOLO', 'lane': 'MID'}"
ftKF7R0KL-BGtV00i9iYOHWJPweacCDzjlprkQcJf8igAaU,vDN9JYptT4hbszeNykbApbaaJkdLmRv_Fl6BQ9ZrZ3yctCc,eBt4ELdwlcF4RyQrVeN6cMnhfyHQgodJYbKzz3tMzf-NANeRYRWm2VC-iK1jt4MJL_Elw4_Vli5gFA,JayRock77,657,1554248179000,31,,,,,,"{'platformId': 'NA1', 'gameId': 3011928062, 'champion': 131, 'queue': 420, 'season': 13, 'timestamp': 1554164956888, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3011724642, 'champion': 63, 'queue': 420, 'season': 13, 'timestamp': 1554155589776, 'role': 'DUO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3011154554, 'champion': 131, 'queue': 420, 'season': 13, 'timestamp': 1554083650619, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3011136516, 'champion': 63, 'queue': 420, 'season': 13, 'timestamp': 1554081975434, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3010990452, 'champion': 55, 'queue': 420, 'season': 13, 'timestamp': 1554071395607, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3010962604, 'champion': 57, 'queue': 420, 'season': 13, 'timestamp': 1554069351617, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3010252071, 'champion': 92, 'queue': 420, 'season': 13, 'timestamp': 1553984450963, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3009885245, 'champion': 17, 'queue': 420, 'season': 13, 'timestamp': 1553927567611, 'role': 'SOLO', 'lane': 'TOP'}"
1hYQcaUCtzqowtb4yoeVolapD5XvPRC0e7D8vnLBujnyhcI,Eg8zeJiIbkmbQjCObRcx8fl2FgrKg-OIH-ih2aExhc0xaZX07kvXNVnm,mehTAhBXAcD94eFEHLO5BIz7yURyhz7GKcS3ex0Crvq5yQOeusOO9bQ38M8HXEPGY25salp98aDFBg,SSGSSAG,4087,1558977598000,51,,,,,,"{'platformId': 'NA1', 'gameId': 2982712989, 'champion': 222, 'queue': 420, 'season': 13, 'timestamp': 1550757855452, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2982048974, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1550671281611, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2976979222, 'champion': 222, 'queue': 420, 'season': 13, 'timestamp': 1550073100822, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2972285512, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1549534630606, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 2972259671, 'champion': 222, 'queue': 420, 'season': 13, 'timestamp': 1549529648567, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 2969044701, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1549213594302, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 2969009247, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1549210964398, 'role': 'DUO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 2969014069, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1549208640612, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}"
07WhOL4hWlEaVlykbhgZ5K10gC5atJY2-XOehHcelCOh9SU,SgjEhEX59OUmJvTr3trVPVPYjO1qNLFQx7KKNzc3W4wn29w,L5Jc3V-cPX5Y0BfMqegaIXE6Sm3xwhZPvVKnhYKueEl_AWS9WRELGUBp0zwphn9vXSQdTfzCZ_8lqw,Frankishf,28,1558977707000,95,,,,,,"{'platformId': 'NA1', 'gameId': 3052460456, 'champion': 350, 'queue': 420, 'season': 13, 'timestamp': 1558976012071, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3051679688, 'champion': 350, 'queue': 420, 'season': 13, 'timestamp': 1558912923919, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050899105, 'champion': 53, 'queue': 420, 'season': 13, 'timestamp': 1558818818265, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050900331, 'champion': 45, 'queue': 420, 'season': 13, 'timestamp': 1558816184551, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3050870936, 'champion': 350, 'queue': 420, 'season': 13, 'timestamp': 1558813160034, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3050223037, 'champion': 350, 'queue': 420, 'season': 13, 'timestamp': 1558732790228, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3049991850, 'champion': 350, 'queue': 420, 'season': 13, 'timestamp': 1558708490821, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3049244763, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558634333507, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}"
BVD9o2g11DA7i8t_ev-kL0Yq5NkTrAq_hoS6aWMkHAT0W70,yfAjfi9ot0hTovRb-WsWK23abcvNG5qHeMFskz5Q_8KVgQ,YlsX4rxx6DJOBHD7w1MciNnYbZoBd7dRyV4u9qmgGFohhfr4an91wHQHr6i-KeHXzj0o-t0z9XE3rA,ELMEXICANCHILE,3903,1558980971000,104,,,,,,"{'platformId': 'NA1', 'gameId': 3052474393, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558977885102, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3052441533, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558971925739, 'role': 'DUO_CARRY', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3052210415, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558931151557, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3052181406, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558929204963, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3052150457, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558927655140, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3052110912, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558925629962, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3051682798, 'champion': 99, 'queue': 420, 'season': 13, 'timestamp': 1558911791773, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3051636427, 'champion': 21, 'queue': 420, 'season': 13, 'timestamp': 1558909282329, 'role': 'SOLO', 'lane': 'MID'}"
hZaT1FBt36tNxN7GbTOnVVsfrP1jymFqZ6bPlEsUZ0TDZA8,WQ9IzqZq4xnL-IgLTBSfIUt4J1sDfGl6CRPcWfDlhwtbtw0,xIVZi2AGu3w6XbUari2S7zfAwhbBUnjn50FV_Rk_Vp0SYA7VelUmWByh8xqo_1uz2xxqEHfCLHvFcw,chrisis619,4027,1558673145000,73,,,,,,"{'platformId': 'NA1', 'gameId': 3049575619, 'champion': 2, 'queue': 420, 'season': 13, 'timestamp': 1558668014212, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3049535688, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1558665519739, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3048345550, 'champion': 2, 'queue': 420, 'season': 13, 'timestamp': 1558494316742, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3048310334, 'champion': 39, 'queue': 420, 'season': 13, 'timestamp': 1558491082827, 'role': 'NONE', 'lane': 'JUNGLE'}","{'platformId': 'NA1', 'gameId': 3046801183, 'champion': 5, 'queue': 420, 'season': 13, 'timestamp': 1558321747930, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}","{'platformId': 'NA1', 'gameId': 3046747955, 'champion': 7, 'queue': 420, 'season': 13, 'timestamp': 1558318705835, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3045081246, 'champion': 39, 'queue': 420, 'season': 13, 'timestamp': 1558150643957, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3045034990, 'champion': 114, 'queue': 420, 'season': 13, 'timestamp': 1558149146284, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}"
hDwpPkmcegtavmedC1GRB_WfH8zQs5_v2IhZ3IMiDlJy0cg,jV1eIlIXAYLmRzcbWt2n4xa9lPG5-X7YiDrYj53oe124q4Y,qRIA11urvVGNlJtbkRxWFmR5TXOTo5cme9XGdEcg62sVvNup3LIcHwcHqF8R9A0OjAmP0bdKCpduDA,comet2,1378,1553915113000,30,,,,,,"{'platformId': 'NA1', 'gameId': 3009721770, 'champion': 238, 'queue': 420, 'season': 13, 'timestamp': 1553913291311, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3007608451, 'champion': 92, 'queue': 420, 'season': 13, 'timestamp': 1553651356862, 'role': 'DUO', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3005882324, 'champion': 119, 'queue': 420, 'season': 13, 'timestamp': 1553448244555, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3005851640, 'champion': 86, 'queue': 420, 'season': 13, 'timestamp': 1553443316737, 'role': 'SOLO', 'lane': 'TOP'}","{'platformId': 'NA1', 'gameId': 3005534688, 'champion': 222, 'queue': 420, 'season': 13, 'timestamp': 1553394389993, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3005495882, 'champion': 161, 'queue': 420, 'season': 13, 'timestamp': 1553392161221, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3005472056, 'champion': 86, 'queue': 420, 'season': 13, 'timestamp': 1553388899366, 'role': 'SOLO', 'lane': 'MID'}","{'platformId': 'NA1', 'gameId': 3005415814, 'champion': 56, 'queue': 420, 'season': 13, 'timestamp': 1553384485626, 'role': 'SOLO', 'lane': 'MID'}"
S8XPDsqRA-mygTYcy4FyzJjOGaB7zKUzhi2LkyP7aNxyifc,o3PbGCM4Dsf9y6HnJh11AIcPF5ReEKm0n9JegjFlBX6i54ukNz4DCofS,WwpgWjYBxvtz-yjOGrY7Ld8slCdl8Yu4aLv9-rVuQ--PgXq4kur2P7G1_fAY_h8holzRloLER779hA,TryhardisrsRekts,1105,1558998808000,64,,,,,,"{'platformId': 'NA1', 'gameId': 3052679844, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1558997329041, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3052507102, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1558982506507, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3052475346, 'champion': 51, 'queue': 420, 'season': 13, 'timestamp': 1558978307577, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3052446162, 'champion': 555, 'queue': 420, 'season': 13, 'timestamp': 1558974341973, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3052426557, 'champion': 34, 'queue': 420, 'season': 13, 'timestamp': 1558972380076, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3052420827, 'champion': 10, 'queue': 420, 'season': 13, 'timestamp': 1558969099107, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3052413780, 'champion': 55, 'queue': 420, 'season': 13, 'timestamp': 1558967187837, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}","{'platformId': 'NA1', 'gameId': 3052181461, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1558929309571, 'role': 'NONE', 'lane': 'JUNGLE'}"
