,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
1386,ZbJcC2kJYrpErScGTQ37FMc2zWhi6flPTJjOfm-Sg6WkeZA,t35iCxrqUG5rp_OdEmv8P3RJ8oql8B0Nf6QjRt7rYtHQtBY,FYN2ZZAG8R4PjvdVWkz3xxV2FLtGII5VfoQB-UwvSaxJJkxcGOQ-dNWPtyUM3keuW1uKy_jUe1UITQ,ohTanny,3478,1558927509000,149
1387,mRinUycY4fiOblQ_wlmn85oGhKSbDQa3qLwl9XsKDAYl_ss,SWSrf9S2UtXCikW7KrXYg7X8NUekHi97s3flzhzqDkkkGxA,sMAVwglHhk3yrjzSk0IzE2VUsHLxwbzAQYFow27VotGUmkb2d6Ilg1BjDe4OIenOEexQVNWrvqZxDA,Akazashi,3478,1558755156000,85
1388,cneGUTom-jEvA5HEcaYl7SCx697hio18DGQvTw-cHhfmWMY,JlrzCE4dYWAwIPemZfJnQGIGiyrrhW7JaGdR6re71lvvB8E3U53K_voV,Ypk7LPFuNyeyg5OgEBj54mX0Y5Uz_4tHTPydR9Pv9ARjUknE-5yoKCWPgU2XH9Fr4oZuQZ94WHzdTQ,Eunyang,3478,1558940777000,135
1389,KQU4BNA8d3rcSlOWFE-vEZXcE7qbDh4MGDi_SIfhoweW58I,-CUPiSCy2yV_ZWxZydpfrCYtklzPTDJKKmmYg5tNwyICqA,pjXly4n1IUc2r9uITAJkNSWS96y7tJirlQ2yAnV6yf3RMJW_XUTg8hwaAH3YrBHyHNGC84hRCHIB_w,SSir,539,1553229608000,57
1390,zd-BwnulNWT0sveJ4_HRFUKvzuUX8IQXRg46VMbgSEa5IAE,cQ6VDIQdOP9rNlJq6Nt01m5-Zc_XrJg82vKavoMNYY3Sxuc,HQE8gnuAmJgds6lbjs0dEF0E2kTVxSBjnzxZL0-pv1s84VYY4dwvE72MQKhZj3zGKSXG5MEjJbSLPg,Cameowllia,4089,1558922870000,124
1391,cQTWT_APXD7svXVl67Bgm15AJ1I2JTnEL0wrQaUCk7WUM7g,vX4PFLJ7ir7x7tVSSkfJI1yPott6eU_yHLbk_vCG2eFjUEE,wjcZUYjRbuU7mBF-MJ9K7wQklK6mOit2GDnCjkwz8uo4WBYYQzdcGkddyXb3LGnshUrqc4hg7sAeAg,Kairi,4022,1558856638000,115
1392,YlDZEOM-NI2ifuJHeGQfi1cK3aAcvgCYqSbE-9jouTanUC0,z-Hc3LCJl_VTPb_RIOJIXeq3oWIxeaDsOydAmPGCSaLmt1U,RBy7kTcsSzAonWSpGZvGwSigiPKKtGhRFOQ7R_DwVgoWxOtvqvEK8MdWChjCS1vpK2_SMt2J3Ty0Fg,atcus,1449,1558050028000,94
1393,syNPKaAnu55Yelz1xY1JWNEDy-bD2TKhIvcH1a7M5V-1b2U,lw-xYTJxr5-zZ3nzDeEJKvk9wkcmoh3y4KpTp6oq8JMB7Q,pctTL1_dDR0GYBN8NPC6DjIfjzwJ08v0wanA-WEIVzg5Pa0P-tuy0oRh3eeLGA4EgM9kbCTFtlYf_Q,Pr0Metal,4087,1558404318000,102
1394,cT5Ayl7Xpqd8-g2TPvIB7kF8GZoC1wbzw38TVowEuL2c6qc,CTZ9AvqHr_6RDIuH3oAdDIYxlen8JhYDM78hTpyG-wm4504,GLUme4pWG2LcMoRUmoYGjN6h5JwQxna7kSNPhk0xmbO934DVF0a-TybTcEEGQcJcmj0H5B7AkJZ8rw,PAPA FRANKUUU,4027,1558939157000,199
1395,yoaV7LlDryXFJlZi0-oReTV45oLQkVL-0lHe57MWSxTE0kI,qDq3r-8UlLg90ex41GB8vJaJHzMVVetOL2jjgPzlnNOOiRw,qIoXekq_j7wHMejvL2PYUE0JfsJQkLD5GVp5SdPAG7c4maA7Gza_XVxL9iwhs4pp6RlgvV7uJ8HzBQ,Chrusky,4087,1558757281000,96
1396,7ZFoh_gSIfgsJ9syKRS1l1jU-E-t87RTdfgfYOAk9t0U_ig,tTPqjGkpFUKUmun-0-AkM7dNYi05tBkQvuzY8i-ANiIChg,M10j_jQo60gIgujDlKPd6vBYyWpLSC8NKr9E-6ZUVvnRC8Tb0xibVKV_4iJPxlkYCVoQN4Jqk85atA,shimushu,1158,1558967802000,72
1397,tFgBOSI1VmsCh_ErA0y6S7IpVyiA1igPE_-tFhV2vrHMyNU,zuQemqqCEkcsaW9At0I665upRl4x9vENATlz9XewhXTeJw,YBgMW555xHBC-WxEaUb5o6ujNg0oFdDLXMDqfTFanrgzRl-okIYcBKUe5RxNsZz74W_omsbj4wSi0A,Norked,3478,1558928701000,144
1398,SAW_fRfDjvz93fyTqpjdyKGP-tI6QcozCGc_LBzoOpKYvP4,yNq6jF-MXC4rFJUEY1Mb2W_sAeARXOqVQ4KSfY1INpnpYAQ,rA6m_9Pbx4291w1sce0hgggfyYy5aSu5CBn0mfuYtv4btHe7gCbqW5tjiAA7ut2dypMonIzprBQ_7A,viruscase,2095,1558823152000,101
1399,UKdcWYYeEFhiY8eXDgRdobELI0Ty6HRWRRuf2i-K0TQbxgI,wpPw3m8aU-F0ZG3EnmVVC_IShZK172te7bbq_LZOHvq3qw,1GzTznvYcjWUHpHlVez-DDtBg20lIpNe99EhUbTN167S-c7yt2t3-I22D0KFkkjIQM1PHx3R1sZPeA,Busternator2,3478,1558851092000,111
1400,wLOu6coH5OlAPMJE5cy_d0oMmTNCYr376hoGgDoB-0Ly1o0,pBAeKXEJwRiAszGstvBtoMcw5u30R_7vCocRKSbjBtGQaA,cOsOuKNKj8X58OBEwqvCtXxtANzgO3JKCvyqISUh29BgopcuAkinF8b6sszO1E67vyTSp2MbKREsoA,etronz,1158,1558924804000,142
1401,nQUrRh6HvJldd9hAVg0fEWUiwajvEf2Tx-T2qSBPMGruLSU,zg2KDudC77SDSglHidfa-iub1U1wbzy1afEJ9ED9qpvHHCg,0-Lad_fmxGIpS4aVL-Yr9XOkLFj6Sjhgn8n45zyJH58uJ4gWLC8rEZyfW5BqhTWRJtPzehsRmhzv7Q,Ashdragon25,4086,1558955099000,78
1402,ZCCGTOX0R-wSsGNKY2KagYjsNJBAQZ_tSPsB7jBsqXf4ty8,_5wr9PuPjvnlASE2yz6EtWknRYQJsFSfYJE6c9EanrkLNn0,sxVcbOJ-EVxsBb1wM3cjiniFs3ec3ONZNNC6cYak9U-gMOG0u1LDa_tDhB0N6CSwdtUpaF9FhYfD3w,Goku is Kakarot,1381,1558953062000,165
1403,UIp7tHxoh4ORIZNV4DLK3fkAsUOIQ_uMlRTC78dMzuBZUbE,Az5KcCgfQtNMRJBIv-Ciaw1EZp2BOPHAbePm7qIkNtFgzA,ZefvNzoIzyz_-4RphxRhnQCRUDxfBBjncw1EQ4qiiHVgxqXxW1H7Thw8Rt9_6mFeDQg7tr0PS4fmow,Gloobo,4088,1558654850000,65
1404,ywuDQAntTBtCF3EFSNdBkw32xoz_YVRdlR3eFql9y9fCJQY,zRfdv22jLFnDNdHHUPERpp2-ZWLTBq0w_bDaYfvpABOR7_M,SpxsTupugWIQRJsz5dXtmy4KtidhEg_IyBLzUDjNcleuGZG82splJyWj862nwe0C2jHt1X4a1A483g,dark350,1227,1557980672000,72
1405,qykPHxSIY_MaxZcJy4wXx7H2-ivB4sTGQrNVOxthfsaAr8c,_Iz5l2fFAsyfndCG568LpIfajDNZxvPts6uK5pHL5DplEQzy3VM4j9f3,spQG6r4HzGu0magI7uSiwk9u9FfIqAX64tkjISKRBAiPw_eqhVAUp8HCvonPfSj6gw4nyocjoXeZng,Rito Trash,3583,1558131392000,52
1406,Y-wRt033tfAy0NpIrrkosnW0_pMwklLRlmVRhbAcJQKVP7c,i6kgM-KBwVesf7zcmwFyIJIJ8kJA3ZfG7N6_6-Esu4QiaqqQRuMFtm86,yKWNMFHJ3Jm4lRYyylut4cKjt_C3zR_uwcEW4G866_kV37BPwmZGCUcUkE8EUkNzkT6ufZJeU2JztA,Great Cephalon,3367,1552942350000,36
1407,o4LUqMVkCeU76iKFmISkf2BAPTNbLyl_g8DUnGrpYDc,iL4z2K6GXfxEwCCVqXUl4qd6mwklRdGKi8dcPKPZqWA,EBPCd7-ZSxXUjGJt77RltkaJMZWDKcdyzdfNQcMeOxG3ofHolCdUPs8B3FNMKVoDYk9k5cz0eMrtcQ,Bazu,8,1556561785000,80
1408,vsB-nfAlcxFnQrrMhB6In921z-Sy4AqhZndZg9HRuwETmX8,0sjJ1PGN7thQsiz0A91INJaWtvmGXCXd7_epBY2vwgRPJmA,eqaUZQXnFSQNTNSMrpv86P0naPsElLl07ji5Lm0mZCOvjs7BGthgOuKvMHm0aI81NCFqRbb7ZiaMPA,35XJ,3553,1557878526000,88
1409,S4vKvynaGKwWDPGDuQzrtXV2Aqj8f4ERPHEEsw5QbHXEFWY,Prf3tqtNIwHWDGSt2lytOL0kWng649kCcVvDeAJTdRRFlA,Z5k-x9VJ9aLT5O4CCzqLNw33UvP3FbP58Ka_OX0vARL1k7hjQnWA-dsndGuoLF0XBBjcJTrGDaFLoA,slaga slasha,3478,1558939143000,120
1410,po7r79bHSdnLP-VzbHhOETx_w1nwzfmx93eqjidoLdUheQY,3NcnrwthvMk2v3AQSSjyZYI6UEfVvyYGNVu5eUSF-g8eX5E,Et_phcQRB33ijw9UvR4bwBkV0Oe1SFMrxU3gZ99JR_g4b11hhm-DxzCXU8qVVwWX16AZfz9aWNSBMA,Tony the Tiger,1627,1558823380000,78
1411,NMEeVGhMZDutOw10e5oMdMupS09juj__rDUuozt0WJwXdi4,s3ttRIn4YUPapspRYhVC7MWO20wImsWwWOURh06YxLIuRWw,8R2lwCzRbCAZhHUGEx15BwvnM0vefq-wXTpuI7z9X9j93UETJwCyfJGZY1r1jhe9YVWBD8f6_4fkWA,compadre,3478,1558905604000,255
1412,FV7anw4td3xs0hPPzXaeMn6AEa4T0j6wcYyY10klnrgVCE0,nl0lpDsvKMlQV1urhFLlbW1AC-vb2jGgvLNPfqtpBCZH5w,YmBPFqt2g80XpP0GL1wmeiyRDk-wpsC3t68QUqngbF6jYMFIDMsWcAydMpw4rvH6ICl5tYzlUdGRxA,C Jun L,3379,1558925376000,116
1413,UFJPp62G0Ztjc2okM4V6ZIMwXHwOxtCgsd8yCZEdDlY,IfYXt2IVFr6iMOn79kUdZ-GcvERI38QO-z0LUc9DNg,10JeKjHpDbnM3d-YQotBIiKevCGG1sCEj_jw-yJJm4J4teodfTDj8ZJW5_txmJ8xZybLYIlicGBnGw,Showtimez,533,1558930345000,99
1414,XcC2mZd1Ve7C2pPv1iMIhMiIW6lcC5MfJqNIpLBhl9Plswc,fiOC1b5A1cZ5io2PLs6xDeLq0_s4otvCAq02uwLvRPejbw,6U0CU7bI3zfDeZJkcTi0PNC785mgFFauVtwCxoIL8sDIJlI-OLrw3nR5MQVpVgVNApkydVTkl8P9Fw,Shanaˉ,3478,1558903978000,38
1415,fv6KBeWqh5vgeRC1WHlva8B-gqbuYRDPB90aVHKrFhuQH3k,lCbTxiO9i0li4f7rR-FiRNIAzEgj_LK0WT3Cunixnzg6Z1Q,lTnUoK0xT6QYcXDxA35cB2U1b0584lXgwuzn8CF3NrtATsrbYL5Z6P5H0vyqX2aaPZkTaZevgfD4nA,Bánáná,3180,1558941229000,254
1416,X_usTBFjTe-11w-8u09JnL5DrL4uG5HIaPtVsvpZYDtFj8E,Rbe9nIudy2r8WGoCm0eSOvQXKZCm-DJuqtTCxsX4gyUR2og,9tBhaa16X-TxRXRi5EXaUss8YLo2otLOaIEcUoohHh6e-a4NhSTGhvVZlr6KCgNTDMsKvC3ccxsuhg,thitkhotrung97,1114,1558898546000,64
1417,HEeENqLbWNRu28C9soEAjI5MjzkMqoJXKo_fHMHTTiaOtfY,VCyXJIMHaNsUE6K4ZpoY5hGqk3AsjHHOa7BWX3JNcZ-nRLQ,3BCGqJMk_h18YcIIsPSLxQLkMBtcSfEyd2JXGHC2DrXbEpMwjqP1RrJUptqcmPvlxE-S_7WGX1Qo3w,Tsubasa Yume,4088,1558945100000,58
1418,6jgR31rmeGCUOuwQPTWTafYe87z60wFb6NelEKBgc0aNquw,Oqky0ysis-HnNW30FA3LYDA0ta0rEzcYZL8SIUkGG6VUHHc,-gPqElvDNtwIYsr9fVKI6xOJoc7Q1eqq2450TQsgvdHYB1iTrDQGKJ3u6rbv00cNKkz7KlOXGtJF7w,I Am TryHarD,1111,1558906057000,110
1419,wocrQ76C07ml1vhBj1MShksq968EvKM-EVP_bnHTqZ4rUh8,YwQjuC6_8aAuxIh8z35I5SljAC5bBm91hXBVkX1i4RHf5uk,9xDeVjHTRqgbJCr_KHtpTR83K4Oys62Oro-mP_6FQP7ujCzezY2AuprciM5eKI6lgCrje4c6nRDqCQ,Doge Daddy,3478,1558550982000,134
1420,6yZ0seYTjHcCgiA7-SaD2r1z6ha-o2qEI4jMrTZY2s4qT0YB,x6t3El76WVbWi7Uc4oLk-h2ZpV62X5LSh1s2meWBQQWBSaHeDFlKToN_,X9jVfwLVbxhl4JNKrVISdS4HPeRPBRRY-x4nbbxzXMUke3oDDbsWcNNrHisdnaYjQy7LqoL0_V7hjg,LinkKiem,3887,1557735132000,59
1421,z1DWDDE0TgLL2Kl1P1aj8MuIQoAL7BICNgWdS8CPVJ63F_o,0Xp6gdQivErED8Kw9REyi5zBhhBS35t3YsARuTxPfW9gFfw,jY89gsoH_RxrU8Vr0y5ew1oGEUkmAT_3jGR0ZLXsJaik2hEMbkq-39Qja4r1y2gj3sMmLe1WPmJdmw,Timinterrante,4027,1558728428000,129
1422,mB1BqLBlsxiz0MoHvkwdGLlzWUvrzPD5j06lvCQo4aqB7No,G4vCl6a3fBMarseO_hAFXk5mnxYOvq9AGWzqLm0avghWZdU,8dY19Wh7vMOX1Y9HSXxYW0FiBP4G-aCmIubJ0vxnPLG1IDDsyQvhlZ2L1UgWVIIwrRqhFiy00dhRwA,Mexican Andy,1591,1558652823000,37
1423,1tn69sT-5D68H4n_TUQwz059l0AOAxWx3DaqiwOPgULDsEY,wPhIVN1NQr1_Zf0UZAWOtHLkvPTZx313CH8wgwRx2Ki0f5o,DbO54d7DRRvpwrerA9JJSzZE6bOrKAp9WzQOFzRJ7Zs7G9DIStslwO2IVCOBB6Yv93axUJo052JRJg,Plaïn Jane,22,1557643065000,69
1424,qhlnizTuHJ2NOlmHMzvGpjAelEHkNbhjBchZ5gunUzM4hos,S1IoBspgbEmFtXCio0A8EMdeTVbHMWSKORgzswUurdVzcIU,f8L7u5ZTyPyw33t1OUcOh6FrGaOozL1dwIr21ssTbFWvkZ3iN-J72AEO0Ov2xgRYSQH1lGoUMB4yjg,Lust For Fyre,3902,1548639394000,49
1425,PymFqpoPyxUbajUrcsrRZ-pueuXuL6uRY36imY6tlDjagjY,Q4VIwJAU04ski2eQXEClYmQdi2rRqNeyEuXnTFgiRadH_WE,YZHX3SkIetsPj2AxbAF54u71KZXfs4HX4H2Q2vBJBdZD7z9V4giaJY10hX6aqI8IoYr-0AWld4n9pQ,VVG Desk,1637,1558240317000,65
1426,gPgE_1wPoZkXZiUKA8o8cotC3GyW6Vi-9F075qHm4hJ_y0w,ejyyfwgL7cPpK4r3FcovNhVxgUIiRt8h1EEcoaoowZ2vXA,pEUWm2nBvjqINw1ws-ii02ILqM6bewzc4ZFGVmOa8wKSmkwoA76ydHBpRmJ9MkN2BVQSTGLei5vI1g,yoonsun,4086,1557920969000,193
1427,OrkPPPN3BX7HghLsfMWPaNfTAlU-pvnBxKkOXPLEs0R7JJ0,_edtnjbGrVCO6LM_AdFoPRBmwrzcLllkfOrjIw75pN4w4A,Ikfrg54Dc8ubIchskVNQS6OvVgHgI9exAjHbXu7qfzwEmtzYsVhwZnu3aLmHZwGTobGCSfKRzAQ3jA,SUCC is Mid,4092,1558943594000,159
1428,OPhF5lNuyzVW42ygK4pcaEHuehvPaE9vXG-gK7HfDGUHBlE,NtTs2gCthvkWTacuPI0_M-t7Av79uM02YC-DVjjHPtVMcg,9PLFK-HwbpEg92KX5MFjC5NSuaGPJoqr4bDT5jNudsZqv6UVtQfSY7sli0-CII58F5dQosCE_Zs-Aw,Compressión,1297,1558954489000,129
1429,v2Ezc8fgOFDU3fzBd6dnPYvZABnCsb8ApYfbcxsIGbKnKAc,L_668wZVLu4Gel9cNBsvRU4aoUjKASYpJqhOLfC8nhTpgxU,Hgxc7-Qz9m-_X75ivqYzfT36KyY0R0Hyn8QNtPbU7Eu1M42iaTw4vhL_CWKXhHURBX8cXQZ94sTCog,Yosmi and Mosyi,502,1558585842000,74
1430,FSN8pqrRfFWFav0iT9PxqmcV_Ph0sasaOI_Q6CaFbq-CfWk,uSixzHHOrFO4kOBxKlpyoPXyJGBtI_eN487bbLtHLk7Dkw,w2nRPDOEcAkbk3x4s27p2AQ0IAp0rJA6u1Cy2Lkwh3r-rygoV4zjpJ6eimG2wJ56Sgx-4-tZnHV2JA,R3CTUM RANG3R 69,3478,1558914824000,75
1431,lVIVyuWeI8aqejNapEeaLJgaXAq8WT3TLjt4GYlRHpU18HU,ylP6Jzo6hB_DQ1k2bU-hUjeMzUYhtTpQbSy9FsNBB_iLsjk,pmCCYNNjHg1yNwBxdwBznQ2H06Q3AH3WZbfdUtEKiXFHRmZPuq1XPT7wAld1aECyFMCOXKV323gFhw,cnIzajniN,3377,1555449646000,90
1432,w23g26vu0H5dwe37XPWG01y9nFvnPFYaBliAY05h-JJdr24,shV5n2gE-CGDK6Jq5io4lFR5tgJRx_Z1Klav0n4YGNNceTg,S8hir-iDBi0SFb9LZ1fSbBEewnIaKyUEPMH3sEh5Wo3pFcM3SeQ14XyDVLT-B0OBvkMt3JEzDQi84Q,BuddyDee,593,1558319795000,82
1433,OqF0-Ox8hXcBqETn4_7aQvXrlnzxEHX5G8UNNzmePs1be_4,C7UbLnDsPgLXFInXZTjIEroW3c36J7GUeOShxHGK2fBOAg,DsXiUmjK1yyg7H2SZTmrKHU78pT2nLq22yDBYEEytv_WBFdBRnaVzwlhB72Vq8wtQQ4VmbAor5AVHw,Clean Uterus,21,1558339613000,48
1434,W0W1xOGWx0SSp9WUa2h5-k85AZVEUz5DSAo0wmlaorlCqxo,87cSHj2TZv3hscfiE-qwa9Azx2CBr9cpf8cH-LY9SNd9IQ,ip5Mz_MprhyBGj_j3FPITGvveeQvRN_1X-4CuQ3A4qnt3-qfPBBheUEmbcnqyC1CssY-qlDHG1p0FA,Pıchu,3840,1558909651000,81
1435,vkw8z53NrUIup2Plt76lHZP4ZS2396f0CotnkLjLPMblV-8,p9tuMHqPqPAUxyVDIOSrD1gy2P8EXDxbx6gkqMtomIR1IFU,CSMC0cWvKYS_l-KMgIsEH0QM_JnWYDxoicoJZrowd65BlYD9k956BG9M0Yfz1Hgb1_Wqz9LQ3m45VA,Elegant Banana,3478,1558764869000,45
1436,qZ2mgz6i8lVflHGcw-1MTNjgvKudlXXzJE3CrgeQlCfaeR0,1zRfDU1YAJUwtH_jdQkS3gS4dQ20UYojfLRdJ75_0gtDgrE,LdJOqsJWYfk55F9q98ZJ8E0QRW8nU6wdTdIdwmQoNnr1d1oPgK0H_IuV0d3BHgLsO-IzL-f_fLAc6A,Anmo,1296,1558857825000,101
1437,k3N2gyHh2ygJUcVX5LykRyStmtjMhq6dlqQEfEIgFKd2YFk,WQnrXOZ223usD8qMkMkTnwsNwSz8VeQP6f06-ncdA1k9UB0,HCnUMDO2WKmtZwAncz4O5ZzeCICEm-DRR9Pzf1r_d8axOs-73OBsA71c9dDYD091EANBuIXl6IaR-A,Keenity,1594,1558744026000,122
1438,l7_ixzhY4jKpvO-tFvO7F2f9VEF5qp8Wcb8hg0-0949whr4,365N6_k4vo0V8H9Q54Cok1iegkavcM3o2iHfDfXR2MBTRIs,dcUQhjUtb3j52ZciRNi18AvP-ImhkyBkJEbToDVgZXjn4bvQTLzwiVH6dXFPO6qEIYxM1mpq3C1xtQ,Timshock,3155,1558911991000,114
1439,etHnuTdv2r1bhP9w4KysSR_001M9635AjdCVumeUNKz3fTo,GDgTElOJvorTbJ1RHHBt6B0XGYjSEIpkgBB5EwtIkXXl_A,VukeNuxWD8s1YhxPYUOqVhHaJRzbOEXAh7-tzXYUUaxTC3nmP4dNnNRLMScFrAVhWZK6bpy0jgeHMA,Deadjoker24,4057,1558913863000,139
1440,naQ93bgL3Rq72snz5dTdcs-_pB1hhADJGuyr_uwzAEHxgjI,IRreHjcJxxBp7qShZNcqnEMSYrty9dyBN935lJ3sfgXDdG4,PDNYkY4Tqb9mpboEaYXaBkopCHqOaUiXpw6QGOPgmd6DtcMOqTulhUYdPRQqEM1VXynwPiwYoWrfcQ,Annie is thic,4087,1557360051000,84
1441,Y9f00csg_1PnFL_Ub5Itmh7NGwXolrKZSJeTkqLVfVJN1GM,Xew-6SVVeIZZx9LAvA93jT_CrorXs143hbbGy-ZiZaa3FWw,CMapQTBJEbazaI3PONaJIb9IltRKdWiyrOACKwOjInk0lxc2tzaxFJJLtEP3prwzKFEgAGhCZHURjQ,Micro Jordan,4089,1558927576000,142
1442,A0DubSXc1khczBpGeA1OehlVuI-OuykC_aSySDHFNsEZgR4,29kgVsIrCEifCvQZvUbqT34CboyPtMaG9e7HlQDf1ZYxyI0,vpGhaPIVNbwT5dT4LgR-y4oitwS_dUfseQ2zDJ8KL750KidG16UcrDBNH8wD9QqplMKt0GdOO4YP4w,BeeACarry,3879,1556393508000,81
1443,p6zOfmMMNsInLSfbq1M4PiCXrDEXS5tArhpSiEfoLn4S6v0,ec7rMIBE-JU5qmgbfMRl3np31Yb4-gDcYFCkcRpJ2GBDAA,n3YNeKmMSQNucyTodMjVBs-20QUMrf_-eF4Rf4IiTi1gtIgKzM0kcvfwSY0EKdEC2JcughQFGLi6ig,monipooh,3478,1558951808000,301
1444,Q85MO2_k6JDhn3KTGMzGfa-2vVs9lV7FncEYVDbCIZ81OU8,U0TXbedLE07rH1sHU74xO9HRBKW4X7lq6Wg9hTmlClnWO5E,b67oCXTx7SI6-ddOHvHZgRbsCj1I7yN0q0FfAQS9P-X68lgafFyX0FnMaQQwnScRrU7h8CTJkASV8A,U GOOD FATHER,4034,1558763895000,99
1445,7g12wWTRg6875SiZl5stK0GEY-DaoXz-1RiJe61cwpu8BWs,_95S_0Hdp9Q3yF1bDdjWRMk5Xul-uyZA0GxtZ58xj3rslQ4,13AwkF5fKyWg4MHNMAu1Pxm7OVu9YZmoSLdul9RBCc8PL6Z7cJ8Y2P3vKlz8Bns5T0E3ZdkB4U2UoQ,A Raging Snorlax,746,1558936680000,97
1446,XnIRkzvLCLVKXWy_vtXWdDhHOknhJXTrR5ChdvKGmr4ArSU,PxFOUtZl8fVnGGVJoUGpejJrq9A0qDCAd9zgjCN2jj6Glg,n5S09E0X0OSgnel4Wk4bc8Q4KAr84LLedpKy6k0KNX1j9NQLTtua9WIWY0g82ijlQmJ30APViJd8_w,HeartLesss,1625,1558409977000,92
1447,137w9wbVlLLtEpZ55z_Nq9BYPOV5x9sztzDaJykCQppvN_c,zgjhqctr9hue_6qjuk7izz8HcSS7rVjd88Njt1xdqGWFbA,e0YDfsVvI97-DahSXE7m-6NvfFKO3EbT4QCm_OKc_qRKpxkq4UJt7khXocrLjNH-OWIx4Gr8XHuaRg,Call Me Jenkins,4086,1558903756000,97
1448,U_UGbNze6EcwzmCWLP73Lf6JQewAf9ACsZA_iiOUnyXvlEo,55a-Gu8u15dly7HOkeog4olcEkZ2e9FQx54pyIz5fuk8Xg,3ASAfG8s1ypsHJQeMG_iP7G9bX-Qb2SZXDej7oUOVntCdPz4VnvmOvlUnjoA2GmDnnEiyQPAKPluZQ,KingofWorms,1134,1558564991000,171
1449,zVoIUeKacoJ5MGc03e2TXY_nmGCtS6G8Z-aKM63onOWPJ3o,2I-6Lf5-pNcxZPpIubtUNMC_SIXVm2aZ8K_MsXpD-9-2uA,D609X5fnkDrGULCMk2XOPXy3pa4fKpDYJFVJOVUvoRJGM7BLlg4b_SKLrrjUMLRD5Rr1Sntyj5wTVg,Chaseisgood,548,1558668619000,57
1450,75reSdHJWx-eXbZrhIn16DU98Jf_mT3niiKBU_l5u4fmJoM,4dEgzjfZ6r3FEmwrah7NobW0b9PJIHwQMQ7pFQdJCVViD2U,LPjZE0qp6rmovsFPdrOn2bHeSwIf-sNdzoIvse9CuhxETZGKmPAdgIW7429giS_VT1wBcb4x19VHAA, More Sparkłes,8,1556761718000,64
1451,1V6Mf6MiaKp-r6i4PiAYe655Q7S6BbX-f4228xSORJ6ALnI,D8jlVd451GDHiZ1LEbHCuNjIUBifuBSGwbsuTQk3s1rWFA,wZhqzDcgLxpMr0PTcWkjzGv8i5JPRrKDoTe5cdu4UlQclMqtHtWNSUwdyuQshED3RiN02F5-IR_2gA,CincoDeDrinko,664,1558371704000,66
1452,FejVsiniNYQV_02C349lbOD7bBWb_TZbsMGojvoDWZhhQUo,VrAlW1Falai1O-GHUHrY_MS5K4c3VrU2DvkQ03LIsihZroE,zIcuF9Zb8d4hL1bdW62ie-_Cg05t4FnYFATenUlIgB3noXlyIV8xUn-rI6OyYEuHOkzx1m2AFuCBSQ,INB4,2073,1558400966000,75
1453,WevY67dJF0RUz5cPfamckiceo0gFlFTCkevpfM_p9wA_98k,5mYe81FHzbBB9nNkI9If3k9bTXUs1UPo-HVdODSBtEAXKQ,tfA9FI1bpDaW8VvXNuobDG5Kv7EacCx7cycvvRDU35_poJC-3t4iacQ5cf3bb6ut8PEWrHjhI6dlxQ,RamDoGG,4086,1558937194000,115
1454,GOn02L6Nc4vce5n6T7ZnVQ5BKg5ICOlDuHOTc_kmJcAMdUU,MfbIkT-xoAkllQ8T-z_6K-aQ2-JjAvEUBSnrMgiu393xA60,2CefRpkjmiBWgYGv5R4taDJJdQho2vb-wlvj_BWIYOw0596_Shc4WXHl6GeqO--3bkDdoQlMalb_4Q,WooSenpai,3478,1558807742000,54
1455,FeGr6uAjz6OpdUntnaIeGyIjnmxmRHxGFS6bhjvYXQT8dXQ,-PdUNjRGUj0_8HAvbfOVL4Jy8X_qDxAIn1429IQTz_6T6g,JvN0Fb5o0HTwmDINub61atMjmzQIAcWCX3tPLVPJig9Q8uM_g7ESOiBZn2gsJlciv1f1kt1aRyeDcA,Malu Kalea,898,1558951120000,43
1456,5oKVnGOPTubYNt6addIfYrODjSBQtbt9d7TP9JVa3FOMxmE,zoH0TgC5g1pCJpVBrl8-xWHpRhH4pjcsooshijUKDZx6DlA,S_iM_MecUMfNtPryfxfax-N6tmWXsEnaqYt347C8Lg6nKocmtPpvyX7JdoyairzLmVqnIfznMXmRig,ArmanArmanArman,1387,1558930243000,145
1457,o7Iu99aA7zbwYzjgLW8_s8ozifk2C-WNshB1f_fSepGvxZY,jPj6LPwB6fQ4XlLWkMEyxzzkLmcr2Pn926N9_i9KN8Ahf14,smRaA6ZgUf6NX2jjmkUx8leifkXusE7m4EpVHgRHRKAjucSvXtwX9SnI3vRHG3g5kXeyFOXx3KRD0Q,JustCaIlMeDaddy,3855,1549964241000,91
1458,W6v_4pnhL3DnTxhGgUXbtjm1rXFBaDRTRdDYtX8jA2lP3Bo,sVlX6FVLx1sZNmqRfvnywnRi4yB_NlhDjeghg7bysHPIzBE,WhXZ32KfWynNDfuSQCg7drhDcFp1n_Q5aJ_Mu0Ac4KR9f7JTOHJr6a-YhFTAjxlr07ofpAMjbke2oA,Tyroi,627,1558838157000,130
1459,sh792hFWFKPPqgNY2CxRDQPzCYR84njlMuYrSC4YCRHnoss,SPgp7fO2go9Jaz_4Nc_nehpPytkHmXVNblkCBSFdqgRZrw,E0oNoJMmSIVixyHnZQ4dNPw6tcSDUVRlgfghtrREYoecuQ6RULlmA8JPoM03YDOouBAC0Mj_nn3uRg,Fixyou,774,1558876406000,78
